area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Plot  Area,Ready To Move,Nagarbhavi,1350.0,3.0,2.0,150.0,3,11111.111111111111,1,3
Plot  Area,17-Dec,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0,0,2
Built-up  Area,18-Aug,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2,2888.0733944954127,0,2
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,2.0,103.0,3,5173.279758915118,1,2
Super built-up  Area,18-Oct,Bommasandra,1060.0,2.0,1.0,26.5,2,2500.0,0,2
Super built-up  Area,Ready To Move,Ambalipura,1105.0,2.0,1.0,75.0,2,6787.330316742082,0,0
Built-up  Area,Ready To Move,Hoodi,985.0,2.0,2.0,67.0,2,6802.030456852792,0,0
Super built-up  Area,Ready To Move,CV Raman Nagar,1120.0,2.0,2.0,55.0,2,4910.714285714285,0,2
Super built-up  Area,Ready To Move,Marathahalli,1933.0,3.0,2.0,140.0,3,7242.628039317124,1,0
Built-up  Area,16-Mar,Hosur Road,1194.0,2.0,0.0,69.0,2,5778.894472361809,0,0
Super built-up  Area,Ready To Move,Brookefield,1150.0,2.0,3.0,69.0,2,6000.0,0,0
Super built-up  Area,Ready To Move,Yelenahalli,1240.0,2.0,2.0,47.12,2,3800.0,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,3389.7110641296686,0,2
Super built-up  Area,Ready To Move,other,2150.0,4.0,2.0,240.0,3,11162.790697674418,1,3
Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,1.0,40.0,2,5649.717514124294,0,2
Plot  Area,Ready To Move,Kasavanhalli,1000.0,4.0,3.0,110.0,3,11000.0,1,3
Super built-up  Area,Ready To Move,Bellandur,1250.0,2.0,1.0,76.0,2,6080.0,0,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,6785.714285714285,0,0
Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,2.0,100.0,3,5714.285714285715,1,0
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,71.0,2,5056.980056980057,0,2
Built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,34.65,1,5500.0,0,2
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,135.0,3,7704.951715635916,1,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2,4283.397683397683,0,2
Plot  Area,Ready To Move,other,1800.0,3.0,2.0,252.0,3,14000.0,1,1
Super built-up  Area,18-Sep,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0,0,2
Plot  Area,Ready To Move,other,1200.0,4.0,2.0,200.0,4,16666.666666666668,1,1
Super built-up  Area,Ready To Move,Hormavu,1150.0,2.0,2.0,55.0,2,4782.608695652174,0,2
Built-up  Area,Ready To Move,other,3309.0,4.0,3.0,325.0,4,9821.698398307646,1,3
Super built-up  Area,Ready To Move,AECS Layout,1620.0,3.0,2.0,98.0,3,6049.382716049383,0,0
Super built-up  Area,18-Apr,Marathahalli,950.0,2.0,1.0,46.96,2,4943.1578947368425,0,2
Built-up  Area,Ready To Move,Padmanabhanagar,1020.0,2.0,2.0,63.0,2,6176.470588235294,0,0
Built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.454545454545,0,2
Super built-up  Area,Ready To Move,other,1150.0,2.0,2.0,126.0,2,10956.521739130434,1,3
Super built-up  Area,18-Dec,Hebbal,1760.0,2.0,2.0,130.0,3,7386.363636363636,1,0
Super built-up  Area,Ready To Move,Ambalipura,1800.0,3.0,3.0,110.0,3,6111.111111111111,1,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1070.0,2.0,1.0,54.0,2,5046.728971962617,0,2
Plot  Area,Ready To Move,other,1500.0,4.0,2.0,220.0,4,14666.666666666666,1,1
Plot  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,95.0,2,6597.222222222223,0,0
Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.444444444444,0,2
Built-up  Area,Ready To Move,other,1200.0,4.0,1.0,230.0,4,19166.666666666668,1,1
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,165.0,2,12500.0,1,3
Super built-up  Area,19-Jun,other,1270.0,2.0,1.0,98.0,2,7716.535433070866,0,0
Super built-up  Area,Ready To Move,other,1200.0,2.0,1.0,74.0,2,6166.666666666667,0,0
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.4305705059205,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4,11111.111111111111,1,3
Super built-up  Area,Ready To Move,Chikkalasandra,1208.0,2.0,1.0,49.0,2,4056.291390728477,0,2
Super built-up  Area,Ready To Move,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.734513274337,0,2
Super built-up  Area,Ready To Move,other,1753.0,3.0,2.0,120.0,3,6845.407872219053,1,0
Super built-up  Area,Ready To Move,Old Madras Road,4500.0,7.0,3.0,337.0,5,7488.888888888889,1,0
Super built-up  Area,22-Jun,Hoodi,1196.0,2.0,2.0,94.42,2,7894.648829431439,0,0
Built-up  Area,Ready To Move,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2,4565.217391304348,0,2
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,63.0,2,5585.106382978724,0,2
Built-up  Area,Ready To Move,Kereguddadahalli,950.0,2.0,1.0,32.0,2,3368.4210526315787,0,2
Plot  Area,17-Oct,other,720.0,2.0,1.0,45.0,2,6250.0,0,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,6287.22700198544,0,0
Built-up  Area,Ready To Move,other,375.0,2.0,0.0,26.0,1,6933.333333333333,0,0
Super built-up  Area,Ready To Move,Vidyaranyapura,1062.0,2.0,3.0,38.0,2,3578.154425612053,0,2
Super built-up  Area,Ready To Move,JP Nagar,1000.0,2.0,1.0,35.0,2,3500.0,0,2
Super built-up  Area,17-May,Kambipura,883.0,2.0,1.0,45.0,2,5096.262740656852,0,2
Super built-up  Area,19-Apr,Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.740585774059,0,0
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,165.0,4,13750.0,1,1
Built-up  Area,Ready To Move,other,700.0,1.0,0.0,41.0,1,5857.142857142857,0,0
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,67.0,2,5377.2070626003215,0,2
Super built-up  Area,Ready To Move,Begur Road,1584.0,3.0,2.0,65.0,3,4103.535353535353,0,2
Plot  Area,Ready To Move,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9166.666666666666,1,3
Built-up  Area,19-Jul,other,1595.0,3.0,2.0,115.0,3,7210.031347962383,1,0
Super built-up  Area,Ready To Move,other,1353.0,2.0,2.0,110.0,2,8130.081300813008,1,0
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,2.0,125.0,3,7817.385866166354,1,0
Super built-up  Area,Ready To Move,Whitefield,1150.0,2.0,1.0,70.0,2,6086.95652173913,0,0
Super built-up  Area,17-Dec,Jakkur,5230.0,6.0,1.0,465.0,4,8891.013384321224,1,3
Super built-up  Area,Ready To Move,KR Puram,1155.0,2.0,2.0,42.74,2,3700.4329004329006,0,2
Built-up  Area,Ready To Move,other,1200.0,2.0,0.0,85.0,1,7083.333333333333,0,0
Super built-up  Area,18-Jul,Electronic City Phase II,1000.0,2.0,1.0,25.0,2,2500.0,0,2
Built-up  Area,Ready To Move,Rajiv Nagar,1867.0,3.0,1.0,160.0,3,8569.89823245849,1,0
Super built-up  Area,18-Jun,Ramagondanahalli,1251.0,2.0,1.0,47.0,2,3756.994404476419,0,2
Super built-up  Area,Ready To Move,Arekere,1222.0,2.0,2.0,45.0,2,3682.4877250409168,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1170.0,2.0,1.0,66.0,3,5641.025641025641,0,0
Super built-up  Area,Ready To Move,Hebbal,2400.0,4.0,1.0,245.0,3,10208.333333333334,1,3
Super built-up  Area,Ready To Move,HSR Layout,1372.0,2.0,1.0,68.0,2,4956.268221574344,0,2
Super built-up  Area,Ready To Move,Mico Layout,5000.0,9.0,3.0,210.0,9,4200.0,1,2
Built-up  Area,Ready To Move,other,3000.0,3.0,1.0,528.0,5,17600.0,1,1
Built-up  Area,20-Dec,Whitefield,1768.0,3.0,2.0,101.0,3,5712.669683257918,1,0
Built-up  Area,Ready To Move,other,1325.0,2.0,1.0,90.0,3,6792.452830188679,0,0
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,2.0,99.0,3,6191.369606003753,0,0
Plot  Area,Ready To Move,other,2610.0,3.0,0.0,499.0,3,19118.773946360154,1,1
Super built-up  Area,Ready To Move,Uttarahalli,1286.0,2.0,2.0,63.0,2,4898.9113530326595,0,2
Built-up  Area,Ready To Move,Kammanahalli,2845.0,5.0,1.0,140.0,5,4920.91388400703,1,2
Super built-up  Area,18-Sep,Hennur Road,1317.5,2.0,0.0,63.77,2,4840.2277039848195,0,2
Super built-up  Area,Ready To Move,Hebbal,3450.0,5.0,2.0,260.0,3,7536.231884057971,1,0
Super built-up  Area,18-Apr,Munnekollal,1102.0,2.0,2.0,53.67,2,4870.235934664247,0,2
Built-up  Area,Ready To Move,Chikkabanavar,950.0,2.0,1.0,40.0,2,4210.526315789473,0,2
Super built-up  Area,21-Dec,Kanakpura Road,525.0,1.0,1.0,27.25,1,5190.476190476191,0,2
Built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976,0,2
Plot  Area,Ready To Move,Marathahalli,1780.0,4.0,3.0,175.0,4,9831.460674157302,1,3
Super built-up  Area,Ready To Move,other,1056.0,2.0,1.0,80.0,2,7575.757575757576,0,0
Super built-up  Area,21-Feb,Bannerghatta Road,595.0,1.0,1.0,33.32,1,5600.0,0,2
Super built-up  Area,19-Dec,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3,7191.011235955056,1,0
Super built-up  Area,18-Aug,Bommasandra,1126.0,2.0,1.0,28.15,2,2500.0,0,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3,5637.583892617449,0,0
Plot  Area,Ready To Move,HRBR Layout,2000.0,4.0,1.0,300.0,4,15000.0,1,1
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,3.0,3.0,100.0,3,6451.612903225807,1,0
Built-up  Area,Ready To Move,Whitefield,4144.0,4.0,3.0,315.0,4,7601.351351351352,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,125.0,3,5952.380952380952,1,0
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,69.3,2,4935.897435897436,0,2
Plot  Area,Ready To Move,Sarjapur  Road,2230.0,4.0,3.0,225.0,4,10089.686098654709,1,3
Super built-up  Area,Ready To Move,other,1544.0,3.0,2.0,120.0,3,7772.020725388601,1,0
Super built-up  Area,18-May,Banashankari Stage III,1305.0,2.0,1.0,58.7,3,4498.08429118774,0,2
Super built-up  Area,Ready To Move,Marathahalli,1230.0,2.0,2.0,80.0,2,6504.065040650406,0,0
Built-up  Area,Ready To Move,Gottigere,967.0,2.0,3.0,45.0,2,4653.567735263702,0,2
Built-up  Area,Ready To Move,other,540.0,1.0,1.0,36.0,1,6666.666666666667,0,0
Super built-up  Area,19-Dec,Hormavu,715.0,1.0,2.0,46.0,1,6433.566433566433,0,0
Super built-up  Area,Ready To Move,Whitefield,2500.0,3.0,2.0,313.0,3,12520.0,1,3
Super built-up  Area,Ready To Move,other,1578.0,3.0,1.0,180.0,3,11406.84410646388,1,3
Super built-up  Area,Ready To Move,Mysore Road,1020.0,2.0,1.0,48.95,2,4799.019607843137,0,2
Super built-up  Area,Ready To Move,Jigani,1020.0,2.0,1.0,40.0,2,3921.5686274509803,0,2
Super built-up  Area,Ready To Move,Koramangala,1253.0,2.0,1.0,102.0,2,8140.462889066241,1,0
Super built-up  Area,Ready To Move,Nehru Nagar,961.0,2.0,2.0,38.0,2,3954.2143600416234,0,2
Built-up  Area,Ready To Move,Kanakapura,1419.0,3.0,3.0,75.0,3,5285.412262156448,0,2
Super built-up  Area,Ready To Move,Harlur,1709.0,3.0,2.0,150.0,3,8777.062609713283,1,0
Plot  Area,Ready To Move,other,1600.0,2.0,0.0,115.0,2,7187.5,1,0
Super built-up  Area,18-Jul,other,416.0,1.0,1.0,18.5,1,4447.115384615385,0,2
Carpet  Area,Ready To Move,Sanjay nagar,1100.0,2.0,2.0,98.0,2,8909.09090909091,0,3
Super built-up  Area,Ready To Move,Kalena Agrahara,1450.0,2.0,3.0,85.0,3,5862.068965517241,0,0
Super built-up  Area,17-Nov,Konanakunte,2791.0,3.0,1.0,223.0,3,7989.967753493372,1,0
Super built-up  Area,Ready To Move,other,600.0,1.0,0.0,90.0,1,15000.0,0,1
Built-up  Area,Ready To Move,other,834.0,1.0,1.0,60.0,1,7194.244604316546,0,0
Plot  Area,Ready To Move,other,1125.0,4.0,1.0,70.0,3,6222.222222222223,0,0
Super built-up  Area,Ready To Move,Arekere,2060.0,3.0,2.0,140.0,3,6796.116504854369,1,0
Built-up  Area,Ready To Move,Gottigere,891.0,2.0,1.0,25.0,2,2805.8361391694725,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2,4330.979699911739,0,2
Super built-up  Area,18-May,other,3000.0,5.0,2.0,260.0,4,8666.666666666666,1,3
Plot  Area,Ready To Move,Brookefield,2440.0,5.0,2.0,425.0,4,17418.032786885247,1,1
Built-up  Area,Ready To Move,Vidyaranyapura,1200.0,2.0,2.0,55.0,2,4583.333333333333,0,2
Super built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,2.0,40.0,2,3508.7719298245615,0,2
Plot  Area,Ready To Move,other,2160.0,5.0,1.0,250.0,6,11574.074074074075,1,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2,3853.211009174312,0,2
Super built-up  Area,Ready To Move,Whitefield,4104.0,4.0,2.0,360.0,4,8771.929824561403,1,3
Super built-up  Area,Ready To Move,Whitefield,1790.0,3.0,2.0,100.0,3,5586.592178770949,1,0
Super built-up  Area,18-Dec,Hebbal,1920.0,3.0,2.0,134.0,3,6979.166666666667,1,0
Built-up  Area,Ready To Move,HRBR Layout,1374.0,2.0,2.0,95.0,2,6914.1193595342065,0,0
Carpet  Area,Ready To Move,Bannerghatta Road,1445.0,3.0,2.0,95.0,3,6574.39446366782,0,0
Super built-up  Area,19-Dec,Kanakapura,711.0,1.0,1.0,36.0,1,5063.291139240507,0,2
Super built-up  Area,Ready To Move,Tumkur Road,1500.0,3.0,3.0,95.0,3,6333.333333333333,0,0
Super built-up  Area,Ready To Move,Whitefield,1720.0,3.0,3.0,100.0,3,5813.953488372093,1,0
Super built-up  Area,Ready To Move,Vasanthapura,1400.0,3.0,2.0,60.0,3,4285.714285714285,0,2
Built-up  Area,Ready To Move,Kundalahalli,1030.0,2.0,2.0,49.0,2,4757.281553398058,0,2
Super built-up  Area,Ready To Move,Mysore Road,1200.0,2.0,1.0,85.0,2,7083.333333333333,0,0
Plot  Area,Ready To Move,Hegde Nagar,1050.0,1.0,2.0,56.0,2,5333.333333333333,0,2
Super built-up  Area,Ready To Move,Jalahalli,2250.0,3.0,2.0,160.0,3,7111.111111111111,1,0
Super built-up  Area,Ready To Move,Bellandur,1000.0,2.0,2.0,50.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,other,469.0,1.0,0.0,25.0,1,5330.490405117271,0,2
Super built-up  Area,Ready To Move,Marathahalli,3800.0,4.0,3.0,250.0,4,6578.9473684210525,1,0
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,29.0,2,3284.2582106455266,0,2
Super built-up  Area,Ready To Move,GM Palaya,1820.0,2.0,3.0,86.0,3,4725.274725274725,0,2
Built-up  Area,Ready To Move,Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889,0,2
Built-up  Area,Ready To Move,Malleshwaram,2500.0,5.0,2.0,325.0,4,13000.0,1,3
Super built-up  Area,18-Aug,Mahadevpura,1225.0,2.0,2.0,48.0,2,3918.3673469387754,0,2
Plot  Area,Ready To Move,other,4000.0,3.0,1.0,660.0,3,16500.0,1,1
Carpet  Area,Ready To Move,Chikkalasandra,875.0,2.0,3.0,52.8,2,6034.285714285715,0,0
Super built-up  Area,Ready To Move,Jalahalli East,750.0,1.0,2.0,40.0,1,5333.333333333333,0,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2,6779.661016949152,0,0
Super built-up  Area,Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218,0,2
Super built-up  Area,Ready To Move,Hosakerehalli,2378.0,3.0,1.0,262.0,3,11017.661900756939,1,3
Super built-up  Area,Ready To Move,Sarjapur,1128.0,2.0,1.0,60.0,2,5319.148936170212,0,2
Super built-up  Area,Ready To Move,Hebbal,1500.0,3.0,1.0,150.0,3,10000.0,1,3
Super built-up  Area,Ready To Move,Bommasandra,1200.0,3.0,2.0,46.0,3,3833.3333333333335,0,2
Built-up  Area,18-Mar,Haralur Road,3385.0,5.0,2.0,260.0,4,7680.945347119646,1,0
Super built-up  Area,Ready To Move,Horamavu Agara,1200.0,2.0,1.0,45.0,2,3750.0,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2,5348.412698412699,0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,45.0,3,4186.046511627907,0,2
Built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,130.0,3,7638.07285546416,1,0
Super built-up  Area,Ready To Move,other,1630.0,2.0,2.0,200.0,2,12269.938650306749,1,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2,3378.6152497808935,0,2
Built-up  Area,Ready To Move,other,1200.0,2.0,0.0,70.0,3,5833.333333333333,0,0
Super built-up  Area,Ready To Move,other,1350.0,3.0,0.0,77.0,3,5703.7037037037035,0,0
Built-up  Area,18-Mar,other,4046.0,4.0,0.0,445.0,4,10998.517053880376,1,3
Super built-up  Area,18-Dec,other,1180.0,2.0,2.0,78.34,3,6638.983050847458,0,0
Super built-up  Area,Ready To Move,other,1355.0,2.0,2.0,115.0,2,8487.084870848708,1,0
Plot  Area,Ready To Move,other,600.0,1.0,0.0,50.0,1,8333.333333333334,0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,1640.0,2.0,1.0,120.0,3,7317.073170731707,1,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3,4789.915966386555,0,2
Plot  Area,Ready To Move,OMBR Layout,2400.0,4.0,2.0,375.0,4,15625.0,1,1
Super built-up  Area,Ready To Move,Marathahalli,1019.0,2.0,2.0,49.85,2,4892.051030421982,0,2
Super built-up  Area,Ready To Move,other,1875.0,3.0,2.0,165.0,3,8800.0,1,3
Plot  Area,Ready To Move,Brookefield,1200.0,3.0,2.0,140.0,3,11666.666666666666,1,3
Super built-up  Area,Ready To Move,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,6476.5300059417705,1,0
Super built-up  Area,Ready To Move,Kaggadasapura,1515.0,3.0,2.0,83.3,3,5498.349834983498,0,2
Super built-up  Area,Ready To Move,Varthur Road,1083.0,2.0,2.0,61.75,2,5701.754385964912,0,0
Plot  Area,Ready To Move,other,600.0,2.0,1.0,55.0,2,9166.666666666666,0,3
Super built-up  Area,Ready To Move,other,1750.0,3.0,1.0,120.0,3,6857.142857142857,1,0
Plot  Area,17-Aug,Anjanapura,1500.0,3.0,1.0,139.0,3,9266.666666666666,1,3
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,1.0,40.39,2,4100.507614213198,0,2
Plot  Area,Ready To Move,other,1500.0,2.0,1.0,87.0,3,5800.0,0,0
Super built-up  Area,18-Dec,JP Nagar,5600.0,2.0,2.0,548.5,5,9794.642857142857,1,3
Plot  Area,Ready To Move,other,1092.0,2.0,1.0,98.5,3,9020.14652014652,0,3
Built-up  Area,18-Jul,Electronic City Phase II,1090.0,2.0,1.0,28.34,2,2600.0,0,2
Built-up  Area,19-Mar,Hennur Road,2264.0,3.0,1.0,159.0,3,7022.968197879859,1,0
Super built-up  Area,18-Apr,Kammasandra,810.0,2.0,2.0,24.5,2,3024.6913580246915,0,2
Super built-up  Area,18-Sep,Hebbal,1337.0,2.0,1.0,82.0,2,6133.1338818249815,0,0
Super built-up  Area,Ready To Move,Chandapura,1200.0,2.0,2.0,32.0,2,2666.6666666666665,0,2
Super built-up  Area,Ready To Move,Koramangala,1580.0,3.0,2.0,160.0,3,10126.582278481013,1,3
Super built-up  Area,18-Sep,Whitefield,1640.0,4.0,2.0,91.0,3,5548.780487804878,0,0
Super built-up  Area,Ready To Move,Gubbalala,1470.0,2.0,2.0,82.0,3,5578.231292517007,0,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2,6761.9047619047615,0,0
Super built-up  Area,20-Jun,other,1855.0,3.0,1.0,225.0,3,12129.380053908355,1,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1460.0,2.0,1.0,90.0,3,6164.3835616438355,0,0
Built-up  Area,Ready To Move,Hulimavu,1823.0,3.0,2.0,100.0,3,5485.463521667581,1,2
Plot  Area,Ready To Move,Parappana Agrahara,1200.0,3.0,2.0,85.0,4,7083.333333333333,0,0
Built-up  Area,Ready To Move,Jakkur,1590.0,2.0,2.0,125.0,3,7861.635220125786,1,0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,1200.0,4.0,0.0,220.0,4,18333.333333333332,1,1
Built-up  Area,Ready To Move,Haralur Road,1202.0,2.0,1.0,53.0,2,4409.317803660566,0,2
Super built-up  Area,18-Feb,Panathur,1688.0,3.0,1.0,118.0,3,6990.521327014218,1,0
Built-up  Area,Ready To Move,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2,5098.0392156862745,0,2
Super built-up  Area,Ready To Move,Sarjapur,1185.0,2.0,2.0,47.0,2,3966.2447257383965,0,2
Super built-up  Area,17-Oct,Ramagondanahalli,1235.0,2.0,1.0,52.04,2,4213.765182186235,0,2
Super built-up  Area,Ready To Move,Hosakerehalli,3205.0,5.0,1.0,500.0,4,15600.624024960998,1,1
Super built-up  Area,Ready To Move,Banashankari,1077.0,2.0,2.0,37.64,2,3494.8932219127205,0,2
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3,4664.310954063604,0,2
Super built-up  Area,18-Apr,EPIP Zone,2330.0,3.0,2.0,162.0,3,6952.789699570815,1,0
Built-up  Area,Ready To Move,other,425.0,1.0,0.0,20.03,1,4712.941176470588,0,2
Super built-up  Area,Ready To Move,Anekal,656.0,2.0,1.0,22.0,2,3353.6585365853657,0,2
Super built-up  Area,Ready To Move,Mahadevpura,1150.0,2.0,3.0,52.0,2,4521.739130434783,0,2
Plot  Area,Ready To Move,other,600.0,1.0,1.0,60.0,1,10000.0,0,3
Super built-up  Area,Ready To Move,other,1468.0,2.0,1.0,140.0,2,9536.784741144415,1,3
Plot  Area,Ready To Move,other,4300.0,5.0,2.0,550.0,4,12790.697674418605,1,3
Super built-up  Area,18-Dec,Whitefield,2280.0,4.0,2.0,126.0,3,5526.315789473684,1,0
Super built-up  Area,Ready To Move,Hegde Nagar,1341.0,2.0,1.0,97.0,2,7233.407904548844,0,0
Super built-up  Area,Ready To Move,Jakkur,1279.0,2.0,1.0,77.0,2,6020.3283815480845,0,0
Super built-up  Area,18-Dec,Electronic City Phase II,2225.0,4.0,0.0,98.88,4,4444.044943820225,0,2
Super built-up  Area,Ready To Move,Kudlu,1152.0,2.0,1.0,53.5,2,4644.097222222223,0,2
Super built-up  Area,Ready To Move,Hulimavu,1300.0,2.0,3.0,36.0,2,2769.230769230769,0,2
Plot  Area,18-Nov,Varthur Road,2760.0,4.0,2.0,155.0,4,5615.942028985507,1,0
Super built-up  Area,18-Aug,5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2,3644.8598130841124,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1101.0,2.0,0.0,45.0,2,4087.193460490463,0,2
Super built-up  Area,Ready To Move,other,775.0,2.0,1.0,55.0,2,7096.774193548387,0,0
Super built-up  Area,Ready To Move,Yeshwanthpur,667.0,1.0,1.0,36.85,1,5524.737631184408,0,2
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851,0,2
Super built-up  Area,Ready To Move,Kundalahalli,735.0,2.0,1.0,57.99,2,7889.7959183673465,0,0
Super built-up  Area,Ready To Move,Marathahalli,1215.0,2.0,1.0,67.0,2,5514.40329218107,0,2
Super built-up  Area,20-Dec,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2,5090.0212314225055,0,2
Super built-up  Area,Ready To Move,Battarahalli,1779.0,3.0,2.0,89.61,3,5037.099494097808,0,2
Super built-up  Area,Ready To Move,Jalahalli,1694.0,2.0,2.0,150.0,2,8854.78158205431,1,3
Super built-up  Area,Ready To Move,Hosakerehalli,2376.0,3.0,1.0,203.0,3,8543.771043771043,1,0
Super built-up  Area,Ready To Move,Kammasandra,674.0,2.0,1.0,33.0,2,4896.142433234421,0,2
Super built-up  Area,Ready To Move,Kaggadasapura,1185.0,2.0,1.0,41.0,2,3459.915611814346,0,2
Super built-up  Area,Ready To Move,Thanisandra,445.0,1.0,0.0,28.0,1,6292.134831460674,0,0
Super built-up  Area,Ready To Move,HSR Layout,1475.0,3.0,2.0,75.0,3,5084.745762711865,0,2
Super built-up  Area,Ready To Move,Gottigere,1618.0,3.0,3.0,82.5,3,5098.887515451174,0,2
Super built-up  Area,Ready To Move,Koramangala,1120.0,2.0,0.0,65.0,2,5803.571428571428,0,0
Super built-up  Area,Ready To Move,Marathahalli,2181.0,3.0,2.0,152.0,4,6969.280146721688,1,0
Plot  Area,Ready To Move,Vidyaranyapura,1200.0,4.0,0.0,90.0,4,7500.0,0,0
Super built-up  Area,19-Feb,Bannerghatta Road,1179.0,2.0,1.0,66.02,2,5599.660729431722,0,2
Super built-up  Area,Ready To Move,Thanisandra,1296.0,2.0,2.0,83.0,2,6404.320987654321,0,0
